alert_id,customer_id,customer_segment,customer_tenure_years,country,counterparty_country,txn_amount,txn_type,counterparty,alert_reason,prior_alerts_90d,is_true_positive
AL006309,C54588,business,6,CA,FR,226981.53,card,CP7959,sanctions_match,2,0
AL006310,C20848,business,15,SG,JP,7836.73,ach,CP7871,structuring,0,0
AL006311,C91632,retail,21,DE,SG,50000.0,wire,CP3387,round_amount,0,0
AL006312,C82086,business,19,NG,DE,100000.0,ach,CP3709,round_amount,1,0
AL006313,C82861,retail,19,AE,GB,21431.53,wire,CP9787,high_risk_geo,0,0
AL006314,C78091,retail,1,AE,JP,7302.08,wire,CP6135,sanctions_match,0,1
AL006315,C35354,retail,19,FR,CA,244045.37,ach,CP2218,sanctions_match,2,0
AL006316,C47926,business,22,SG,TR,9323.72,wire,CP6789,structuring,1,1
AL006317,C20194,business,0,JP,DE,27708.05,wire,CP7155,sanctions_match,0,0
AL006318,C94811,retail,25,CA,JP,34062.63,ach,CP8182,sanctions_match,0,0
AL006319,C75044,private,3,GB,JP,192267.87,cash,CP4115,high_risk_geo,3,0
AL006320,C76785,business,0,GB,FR,22406.75,wire,CP6437,high_risk_geo,3,0
AL006321,C42767,retail,22,TR,DE,10000.0,wire,CP6553,round_amount,0,0
AL006322,C92242,private,14,JP,SY,37842.73,ach,CP1845,pep_match,0,0
AL006323,C15677,retail,19,DE,SG,7280.2,ach,CP6659,pep_match,2,0
AL006324,C92301,retail,9,GB,KP,6930.12,ach,CP7591,high_risk_geo,0,0
AL006325,C66010,retail,21,NG,US,196013.57,ach,CP1559,sanctions_match,0,1
AL006326,C74370,business,9,CA,CA,7008.77,ach,CP3503,pep_match,3,0
AL006327,C76319,retail,20,FR,FR,16418.72,ach,CP1254,high_risk_geo,0,0
AL006328,C38215,private,17,US,TR,3321.03,cash,CP8699,velocity,1,0
AL006329,C17982,retail,4,CA,CA,3763.76,wire,CP5355,velocity,1,0
AL006330,C64069,retail,15,GB,CA,168439.8,card,CP2787,sanctions_match,1,0
AL006331,C23229,private,13,FR,US,358.43,wire,CP6011,velocity,2,0
AL006332,C77190,business,10,JP,JP,13015.84,ach,CP8651,pep_match,0,0
AL006333,C52518,retail,20,MX,JP,8413.93,wire,CP6004,structuring,0,0
AL006334,C48610,retail,11,ZA,DE,2075.73,wire,CP4666,velocity,0,0
AL006335,C16289,retail,10,JP,AU,8458.61,cash,CP3532,structuring,2,0
AL006336,C20396,retail,17,SG,ZA,50000.0,cash,CP9308,round_amount,3,0
AL006337,C25091,retail,7,US,AU,7916.55,ach,CP1172,structuring,8,0
AL006338,C28178,business,25,NG,AE,195933.59,wire,CP7372,sanctions_match,1,1
AL006339,C26375,business,8,AU,AU,50000.0,ach,CP6824,round_amount,0,0
AL006340,C14251,retail,21,AE,CA,5287.39,wire,CP6188,high_risk_geo,3,0
AL006341,C90804,retail,21,DE,FR,36711.71,wire,CP5265,dormant_reactivation,2,0
AL006342,C14921,retail,6,CA,SG,154041.62,ach,CP4757,sanctions_match,5,0
AL006343,C50049,retail,0,CA,AE,47873.22,ach,CP5538,dormant_reactivation,0,0
AL006344,C92533,business,9,AU,GB,8933.0,wire,CP8950,structuring,0,0
AL006345,C41876,retail,8,JP,DE,2557.03,ach,CP2713,velocity,5,0
AL006346,C34850,retail,5,SG,AE,282.77,ach,CP1406,pep_match,1,0
AL006347,C92239,retail,24,JP,NG,50000.0,cash,CP3026,round_amount,8,0
AL006348,C87641,private,1,ZA,ZA,28480.38,wire,CP4850,dormant_reactivation,1,0
AL006349,C47293,retail,19,CA,US,5175.05,wire,CP5642,dormant_reactivation,0,0
AL006350,C60899,retail,13,AE,DE,614.62,wire,CP2613,velocity,1,0
AL006351,C10833,business,18,JP,CA,103872.71,wire,CP4033,sanctions_match,5,0
AL006352,C95758,retail,5,CA,BR,5428.13,ach,CP6359,pep_match,5,0
AL006353,C96699,private,9,RU,CA,196565.96,cash,CP7946,sanctions_match,0,1
AL006354,C10353,private,14,JP,JP,50000.0,ach,CP6264,round_amount,0,0
AL006355,C37181,business,2,CA,BR,37498.86,ach,CP5727,dormant_reactivation,3,0
AL006356,C86791,retail,19,JP,FR,8729.59,card,CP8062,structuring,1,0
AL006357,C11546,retail,3,BR,US,246603.89,ach,CP5284,sanctions_match,0,0
AL006358,C40792,retail,1,AU,US,4572.82,card,CP5996,velocity,2,0
AL006359,C96290,retail,0,CA,JP,50000.0,wire,CP8737,round_amount,0,0
AL006360,C29936,retail,9,US,FR,1916.24,ach,CP1402,velocity,1,0
AL006361,C58965,retail,8,US,GB,9048.46,ach,CP8388,structuring,1,1
AL006362,C88093,retail,4,ZA,FR,10000.0,ach,CP7389,round_amount,1,0
AL006363,C47700,business,10,JP,MM,10000.0,card,CP7226,round_amount,3,0
AL006364,C63070,retail,6,US,AU,25000.0,ach,CP4614,round_amount,0,0
AL006365,C40409,retail,10,SG,JP,24567.06,ach,CP3424,pep_match,0,0
AL006366,C30303,retail,19,DE,AU,9925.14,card,CP2482,structuring,0,0
AL006367,C59196,private,19,ZA,DE,36849.66,wire,CP4763,dormant_reactivation,0,0
AL006368,C38405,business,10,CA,CA,2969.94,card,CP9440,dormant_reactivation,0,0
AL006369,C90650,retail,8,GB,DE,25000.0,ach,CP7333,round_amount,0,0
AL006370,C88823,business,21,US,FR,15898.32,card,CP2250,high_risk_geo,0,0
AL006371,C71024,private,9,ZA,JP,130238.49,wire,CP2266,high_risk_geo,0,0
AL006372,C78013,retail,11,CA,US,24943.36,ach,CP1132,pep_match,0,0
AL006373,C34205,business,10,BR,SG,7299.16,wire,CP1137,sanctions_match,0,1
AL006374,C87733,retail,21,SG,CA,8686.68,ach,CP9975,structuring,0,0
AL006375,C52112,business,16,FR,CA,8753.12,ach,CP5118,dormant_reactivation,5,0
AL006376,C29516,business,12,US,FR,8667.01,card,CP6341,structuring,3,1
AL006377,C21721,business,9,MX,US,13293.59,wire,CP1548,dormant_reactivation,0,0
AL006378,C38821,private,14,US,JP,3516.61,ach,CP6650,velocity,1,0
AL006379,C24628,retail,2,FR,VE,5338.0,wire,CP3487,dormant_reactivation,0,0
AL006380,C55289,retail,1,CA,SG,21862.97,card,CP8379,high_risk_geo,0,0
AL006381,C23015,private,14,JP,GB,174629.46,wire,CP9026,sanctions_match,0,0
AL006382,C69352,retail,10,US,GB,5917.48,ach,CP3978,high_risk_geo,1,0
AL006383,C58279,retail,11,DE,CA,141070.45,ach,CP3266,sanctions_match,1,0
AL006384,C11415,retail,4,FR,AU,158264.44,ach,CP1808,sanctions_match,3,0
AL006385,C66457,retail,0,US,AE,2522.54,wire,CP5054,velocity,3,0
AL006386,C34977,business,16,GB,GB,38444.27,ach,CP2530,pep_match,0,0
AL006387,C66534,retail,8,FR,FR,9970.22,ach,CP3564,structuring,0,0
AL006388,C41749,business,24,GB,SG,43803.79,ach,CP3662,dormant_reactivation,0,0
AL006389,C79311,business,14,US,GB,29639.2,card,CP6625,dormant_reactivation,0,0
AL006390,C51598,private,3,TR,TR,9977.28,ach,CP6998,structuring,0,0
AL006391,C71318,retail,4,BR,DE,50000.0,wire,CP8941,round_amount,0,0
AL006392,C14663,private,15,NG,BR,8132.3,ach,CP6726,structuring,0,0
AL006393,C38664,retail,21,CA,GB,101.99,cash,CP7494,velocity,0,0
AL006394,C58522,private,11,SY,BR,2600.13,wire,CP3416,pep_match,3,0
AL006395,C68379,retail,5,FR,DE,4960.37,wire,CP3795,velocity,2,0
AL006396,C94209,business,17,AE,SG,8208.46,cash,CP1406,structuring,0,0
AL006397,C89219,retail,23,FR,AU,46517.0,card,CP3184,pep_match,0,0
AL006398,C79778,retail,8,SG,DE,8374.62,ach,CP5315,structuring,1,0
AL006399,C83061,retail,18,BR,KP,27719.39,wire,CP5722,dormant_reactivation,1,0
AL006400,C98957,retail,20,SG,AU,1873.58,ach,CP5100,velocity,0,0
AL006401,C61677,business,19,AE,SG,13745.79,wire,CP4489,sanctions_match,0,0
AL006402,C62334,private,10,FR,MX,38176.22,ach,CP7281,pep_match,0,0
AL006403,C50975,retail,8,BR,US,9254.73,ach,CP2302,structuring,1,0
AL006404,C53690,business,22,US,CA,37716.88,ach,CP8876,pep_match,0,0
AL006405,C46344,business,13,FR,SY,192188.77,wire,CP6237,sanctions_match,0,0
AL006406,C26017,retail,9,MX,JP,3112.64,wire,CP6587,velocity,0,0
AL006407,C59280,retail,17,GB,JP,185200.3,cash,CP9436,sanctions_match,1,0
AL006408,C58650,retail,19,JP,CA,2997.85,card,CP8621,velocity,0,0
AL006409,C75252,retail,22,US,AU,48213.36,wire,CP9425,pep_match,1,0
AL006410,C76061,retail,19,US,DE,700.11,card,CP5843,velocity,0,0
AL006411,C74153,retail,19,CA,CA,2060.28,card,CP3288,velocity,0,0
AL006412,C74793,retail,13,GB,DE,24208.99,wire,CP7065,sanctions_match,0,0
AL006413,C54789,retail,11,SG,GB,23798.37,ach,CP8494,high_risk_geo,1,0
AL006414,C35794,retail,15,US,JP,25000.0,ach,CP3672,round_amount,3,0
AL006415,C56916,business,8,CA,CA,10080.31,ach,CP3826,high_risk_geo,0,0
AL006416,C10193,retail,17,DE,US,2753.62,wire,CP6214,velocity,0,0
AL006417,C75951,retail,7,US,FR,673.47,wire,CP5613,velocity,0,0
AL006418,C18732,retail,1,SG,AU,23901.94,cash,CP4925,high_risk_geo,0,0
AL006419,C24524,business,0,GB,JP,1369.39,ach,CP1860,dormant_reactivation,1,0
AL006420,C57417,business,8,AU,US,7806.49,ach,CP9354,structuring,3,1
AL006421,C31904,business,10,AU,FR,18103.16,wire,CP1511,high_risk_geo,1,1
AL006422,C59382,retail,15,JP,AU,122714.83,ach,CP2954,sanctions_match,1,1
AL006423,C11823,retail,22,SG,AU,63196.54,wire,CP2911,sanctions_match,0,0
AL006424,C57768,retail,23,FR,SY,8549.4,wire,CP2837,structuring,2,0
AL006425,C68013,private,9,ZA,ZA,8407.23,ach,CP9284,structuring,0,0
AL006426,C43836,retail,13,ZA,CA,101611.24,cash,CP7377,sanctions_match,1,0
AL006427,C67686,retail,4,DE,AU,9260.06,cash,CP9248,structuring,0,0
AL006428,C66393,business,10,BR,GB,1883.84,ach,CP3985,velocity,0,0
AL006429,C55362,business,9,JP,JP,3476.77,cash,CP5352,velocity,0,1
AL006430,C41113,private,14,DE,AE,929.96,ach,CP9480,velocity,2,0
AL006431,C22243,retail,9,SG,JP,1529.23,wire,CP3839,velocity,0,0
AL006432,C12006,retail,23,US,NG,2666.72,ach,CP5273,velocity,0,0
AL006433,C57455,retail,20,AU,DE,50000.0,ach,CP3168,round_amount,0,0
AL006434,C39759,business,4,GB,JP,25773.84,wire,CP3758,pep_match,1,1
AL006435,C72423,private,2,BR,JP,28571.13,ach,CP9031,pep_match,1,0
AL006436,C42239,business,6,US,CA,2924.56,card,CP1893,pep_match,5,0
AL006437,C17177,retail,20,AE,US,9436.78,ach,CP8657,structuring,0,0
AL006438,C86679,retail,3,US,SG,10000.0,ach,CP9954,round_amount,0,0
AL006439,C59020,business,19,US,US,25657.62,wire,CP4132,pep_match,1,0
AL006440,C71308,private,24,MX,IR,32520.29,wire,CP5449,dormant_reactivation,2,0
AL006441,C25157,retail,13,TR,CA,25000.0,ach,CP2867,round_amount,0,0
AL006442,C70090,retail,2,NG,JP,18162.49,ach,CP1987,dormant_reactivation,1,0
AL006443,C65982,business,7,JP,DE,663.2,cash,CP5356,velocity,0,0
AL006444,C46588,retail,14,DE,DE,180096.9,ach,CP2589,sanctions_match,3,0
AL006445,C51807,retail,10,AU,DE,50000.0,card,CP4589,round_amount,2,0
AL006446,C99375,business,20,US,BR,50000.0,card,CP8500,round_amount,0,0
AL006447,C36809,retail,1,SG,SG,24039.17,cash,CP2290,high_risk_geo,0,0
AL006448,C74274,private,7,SY,VE,47819.0,ach,CP2847,dormant_reactivation,0,0
AL006449,C37965,retail,11,GB,JP,7811.78,wire,CP4834,structuring,0,1
AL006450,C84313,business,20,CA,MX,4846.62,cash,CP8903,dormant_reactivation,0,0
AL006451,C16366,private,19,CA,CA,188850.74,ach,CP1682,high_risk_geo,3,0
AL006452,C39717,business,12,CA,DE,9755.39,wire,CP9080,structuring,0,1
AL006453,C71633,retail,16,AE,RU,21467.36,ach,CP5081,high_risk_geo,2,1
AL006454,C68020,retail,18,BR,US,29028.39,wire,CP9268,dormant_reactivation,0,0
AL006455,C86844,business,19,FR,AE,123721.21,ach,CP3795,sanctions_match,0,0
AL006456,C85698,retail,25,GB,SG,10679.42,ach,CP9028,pep_match,8,0
AL006457,C92089,retail,3,JP,CA,4622.14,wire,CP8035,velocity,0,0
AL006458,C48470,retail,11,CA,CA,118800.31,wire,CP3747,sanctions_match,0,0
AL006459,C60317,private,20,DE,RU,1894.02,wire,CP6080,velocity,0,0
AL006460,C79858,retail,12,FR,JP,31088.13,wire,CP6542,pep_match,1,0
AL006461,C71555,retail,3,DE,ZA,9841.55,wire,CP3328,high_risk_geo,5,0
AL006462,C37089,retail,18,CA,JP,42285.77,ach,CP3374,pep_match,0,0
AL006463,C51234,private,1,SG,FR,50000.0,card,CP8975,round_amount,0,0
AL006464,C61289,retail,14,US,MX,9603.35,card,CP8412,structuring,0,0
AL006465,C39504,retail,4,CA,GB,3851.81,wire,CP3105,velocity,0,0
AL006466,C88463,retail,4,IR,FR,10197.68,ach,CP8669,sanctions_match,3,0
AL006467,C64466,retail,6,AU,AU,9381.92,cash,CP3971,structuring,5,1
AL006468,C89296,retail,21,SG,FR,177560.36,ach,CP8673,sanctions_match,0,0
AL006469,C50449,retail,13,CA,AU,9406.89,card,CP7487,high_risk_geo,1,1
AL006470,C44844,retail,10,GB,JP,35452.82,wire,CP7296,dormant_reactivation,0,0
AL006471,C46417,retail,21,SG,JP,9459.67,wire,CP9283,structuring,0,1
AL006472,C29926,retail,17,AU,DE,198263.37,card,CP6721,sanctions_match,0,0
AL006473,C48528,retail,15,DE,MM,25000.0,card,CP2337,round_amount,1,0
AL006474,C58178,business,3,FR,JP,18937.25,card,CP5530,dormant_reactivation,1,0
AL006475,C32173,business,4,AU,FR,7761.64,card,CP1979,pep_match,0,0
AL006476,C25635,retail,23,AU,KP,9275.74,card,CP4650,structuring,2,1
AL006477,C83554,business,10,AU,BR,29373.71,card,CP7357,dormant_reactivation,0,0
AL006478,C44110,retail,19,DE,ZA,2496.54,ach,CP4910,velocity,1,0
AL006479,C74133,retail,0,CA,US,10647.67,wire,CP2218,high_risk_geo,0,0
AL006480,C66516,retail,4,FR,JP,93565.64,ach,CP1226,sanctions_match,2,0
AL006481,C52630,retail,16,GB,TR,25000.0,card,CP8159,round_amount,0,0
AL006482,C61560,retail,19,GB,AE,4337.25,card,CP6329,velocity,0,0
AL006483,C46857,business,0,DE,SG,30036.23,wire,CP7508,dormant_reactivation,0,0
AL006484,C49346,retail,25,JP,GB,46181.33,cash,CP8948,dormant_reactivation,2,0
AL006485,C91235,retail,18,AE,US,25000.0,cash,CP2299,round_amount,5,0
AL006486,C95836,private,16,NG,IR,50000.0,ach,CP1379,round_amount,0,0
AL006487,C62561,business,25,CA,MX,1618.02,ach,CP9020,dormant_reactivation,0,0
AL006488,C41089,business,6,DE,SG,209889.9,wire,CP4020,sanctions_match,2,0
AL006489,C27957,retail,15,AU,DE,8904.54,card,CP6193,structuring,1,0
AL006490,C87614,retail,19,ZA,MX,9205.62,wire,CP9056,dormant_reactivation,0,0
AL006491,C44962,private,3,FR,SG,191241.51,ach,CP6454,sanctions_match,5,0
AL006492,C15555,retail,19,NG,FR,29325.21,ach,CP6337,dormant_reactivation,0,0
AL006493,C18660,retail,22,MX,FR,17159.2,wire,CP5181,high_risk_geo,1,1
AL006494,C50296,retail,11,US,SG,32289.63,ach,CP8366,pep_match,1,0
AL006495,C90078,retail,21,GB,NG,50000.0,card,CP9340,round_amount,0,0
AL006496,C92033,retail,24,SG,DE,10356.46,cash,CP6394,high_risk_geo,1,0
AL006497,C17517,business,15,SG,JP,74004.14,ach,CP3511,sanctions_match,0,0
AL006498,C45330,retail,16,CA,US,10000.0,cash,CP8801,round_amount,1,0
AL006499,C16443,retail,24,JP,AU,46672.72,ach,CP9526,sanctions_match,3,0
AL006500,C16069,retail,9,SG,GB,25000.0,card,CP9726,round_amount,0,0
AL006501,C57547,retail,25,FR,AU,1364.37,cash,CP9730,dormant_reactivation,5,0
AL006502,C97223,retail,24,DE,TR,724.53,wire,CP5371,dormant_reactivation,5,0
AL006503,C32770,retail,22,AU,SG,1430.56,card,CP4464,velocity,0,0
AL006504,C85942,retail,18,AU,MM,10008.69,cash,CP4584,high_risk_geo,0,0
AL006505,C76651,retail,20,JP,JP,22391.04,wire,CP9580,high_risk_geo,2,1
AL006506,C98950,retail,20,CA,GB,25000.0,ach,CP5106,round_amount,1,0
AL006507,C47399,retail,9,FR,FR,10000.0,wire,CP1069,round_amount,2,0
AL006508,C98134,retail,22,FR,FR,9201.17,ach,CP1638,structuring,0,0
AL006509,C57267,retail,1,CA,AU,56610.78,ach,CP8877,sanctions_match,1,0
AL006510,C27484,retail,5,DE,US,9243.11,ach,CP5372,structuring,0,0
AL006511,C82619,retail,3,AU,DE,4520.7,wire,CP9345,velocity,0,0
AL006512,C94875,retail,6,DE,AE,10000.0,wire,CP9920,round_amount,1,0
AL006513,C72096,business,20,US,JP,22584.73,wire,CP5140,high_risk_geo,0,0
AL006514,C47090,retail,21,DE,SG,92251.43,card,CP1985,sanctions_match,0,0
AL006515,C61427,business,9,JP,GB,438.64,wire,CP2310,dormant_reactivation,0,0
AL006516,C26441,private,6,TR,GB,11030.66,ach,CP2701,pep_match,2,0
AL006517,C31699,retail,19,CA,JP,175885.82,ach,CP1294,sanctions_match,0,0
AL006518,C88117,retail,4,AU,CA,7969.02,cash,CP3272,high_risk_geo,3,0
AL006519,C57883,retail,20,ZA,DE,7940.04,card,CP7875,structuring,0,0
AL006520,C10802,business,15,ZA,AU,7980.65,ach,CP5522,structuring,1,0
AL006521,C80163,private,4,IR,AU,21060.16,ach,CP2616,dormant_reactivation,0,0
AL006522,C80434,business,14,GB,BR,3302.11,card,CP1818,velocity,1,0
AL006523,C10833,retail,4,SG,DE,8329.88,card,CP3262,high_risk_geo,0,0
AL006524,C31354,retail,7,KP,FR,114704.48,cash,CP6425,sanctions_match,0,1
AL006525,C27099,retail,22,SG,JP,100249.02,wire,CP1395,sanctions_match,8,0
AL006526,C69300,retail,1,SG,AE,14680.34,cash,CP9673,pep_match,0,0
AL006527,C25772,private,3,MX,AU,23414.75,card,CP4417,dormant_reactivation,1,0
AL006528,C79958,retail,15,GB,DE,8188.75,wire,CP1589,structuring,0,0
AL006529,C79805,business,12,JP,AU,5000.0,ach,CP6349,round_amount,0,0
AL006530,C36897,retail,19,US,US,17618.03,card,CP5312,high_risk_geo,2,0
AL006531,C36017,retail,13,US,SY,221465.39,ach,CP1960,sanctions_match,0,0
AL006532,C45315,retail,18,JP,SG,8084.07,card,CP6092,structuring,0,0
AL006533,C96571,retail,9,FR,VE,8004.5,ach,CP1652,structuring,0,0
AL006534,C69871,retail,19,US,BR,10000.0,card,CP6705,round_amount,1,0
AL006535,C98623,retail,17,DE,GB,26568.63,card,CP9385,dormant_reactivation,0,0
AL006536,C13815,business,11,JP,JP,16703.05,ach,CP9779,high_risk_geo,0,0
AL006537,C52892,retail,18,CA,JP,18594.39,wire,CP4773,dormant_reactivation,0,0
AL006538,C63829,retail,5,MX,JP,8254.11,card,CP3037,structuring,1,1
AL006539,C32413,retail,22,US,SY,2993.98,ach,CP5036,velocity,1,0
AL006540,C59264,private,19,GB,AU,45525.37,ach,CP6202,dormant_reactivation,1,0
AL006541,C91436,retail,12,JP,JP,37807.0,card,CP9075,dormant_reactivation,0,0
AL006542,C54415,retail,20,AU,MX,119901.63,card,CP8658,sanctions_match,0,0
AL006543,C35485,business,20,FR,GB,12935.15,wire,CP8926,sanctions_match,3,0
AL006544,C72126,retail,14,SG,CA,9965.16,cash,CP4559,structuring,0,1
AL006545,C73228,retail,5,SG,CA,9710.37,wire,CP2160,structuring,3,0
AL006546,C59156,retail,13,DE,US,136023.17,card,CP3928,sanctions_match,0,0
AL006547,C20155,retail,4,US,AU,9869.13,wire,CP7622,sanctions_match,0,0
AL006548,C92960,retail,7,MM,AU,26127.52,wire,CP2336,pep_match,0,1
AL006549,C49197,retail,24,FR,SG,13312.97,ach,CP8612,dormant_reactivation,2,0
AL006550,C65640,retail,23,US,CA,25000.0,ach,CP5663,round_amount,0,0
AL006551,C58115,retail,14,DE,MX,17238.32,ach,CP5035,high_risk_geo,3,0
AL006552,C36420,business,24,JP,JP,1984.74,card,CP9482,velocity,8,0
AL006553,C39581,business,13,JP,CA,11531.7,ach,CP2684,pep_match,3,0
AL006554,C75500,private,10,ZA,JP,60060.73,card,CP1740,sanctions_match,0,0
AL006555,C33833,business,17,JP,GB,18387.18,card,CP2854,pep_match,1,0
AL006556,C22313,business,18,AE,SG,25450.53,wire,CP2797,pep_match,0,0
AL006557,C40696,business,16,GB,BR,15887.46,ach,CP5582,high_risk_geo,0,0
AL006558,C51622,private,8,ZA,GB,3084.77,ach,CP6445,dormant_reactivation,2,0
AL006559,C87854,business,7,DE,AU,11990.77,wire,CP9841,pep_match,3,0
AL006560,C77619,retail,20,MX,GB,48594.59,card,CP6078,dormant_reactivation,0,0
AL006561,C68588,retail,4,ZA,FR,4714.62,wire,CP2505,pep_match,0,1
AL006562,C92064,business,15,JP,DE,6972.82,cash,CP9152,high_risk_geo,1,0
AL006563,C50526,business,21,FR,GB,9681.37,card,CP3661,structuring,0,0
AL006564,C45458,business,13,DE,US,2891.58,card,CP1607,velocity,0,0
AL006565,C58715,retail,22,SG,DE,50000.0,cash,CP3841,round_amount,8,0
AL006566,C89370,private,3,FR,TR,82379.63,card,CP2287,high_risk_geo,1,0
AL006567,C14046,retail,2,FR,TR,7869.93,wire,CP1627,structuring,1,0
AL006568,C93930,retail,7,MX,CA,213977.09,wire,CP3249,sanctions_match,0,0
AL006569,C59386,retail,9,CA,NG,5000.0,wire,CP4227,round_amount,0,0
AL006570,C32583,retail,2,SG,JP,21060.61,card,CP5826,dormant_reactivation,2,0
AL006571,C74741,retail,21,US,US,36417.56,wire,CP6786,sanctions_match,2,1
AL006572,C33668,retail,22,SG,CA,25000.0,ach,CP8673,round_amount,1,0
AL006573,C36704,retail,12,SG,DE,7958.22,cash,CP4359,structuring,0,0
AL006574,C61605,private,9,JP,MM,90041.97,wire,CP7048,high_risk_geo,0,0
AL006575,C54447,retail,7,AE,SG,27173.6,cash,CP1874,dormant_reactivation,0,0
AL006576,C68011,retail,4,CA,CA,16887.35,card,CP3242,high_risk_geo,2,0
AL006577,C29014,retail,14,GB,FR,3705.2,wire,CP4907,velocity,1,0
AL006578,C81656,retail,4,DE,US,49321.39,card,CP5484,pep_match,0,0
AL006579,C17324,retail,17,US,AE,9250.23,ach,CP6860,structuring,0,0
AL006580,C43261,retail,18,US,SG,9152.94,ach,CP6019,dormant_reactivation,0,0
AL006581,C97270,retail,11,GB,DE,48597.33,cash,CP3744,pep_match,3,0
AL006582,C32523,retail,24,TR,US,126584.51,cash,CP7483,sanctions_match,8,0
AL006583,C82636,retail,2,AU,US,100000.0,ach,CP5958,round_amount,1,0
AL006584,C16942,retail,21,MX,GB,25000.0,card,CP4752,round_amount,0,0
AL006585,C94146,retail,25,JP,TR,10000.0,wire,CP4861,round_amount,5,0
AL006586,C38155,retail,0,DE,JP,50000.0,wire,CP4091,round_amount,5,0
AL006587,C11876,business,12,AE,JP,16286.93,ach,CP3238,high_risk_geo,0,0
AL006588,C33270,retail,3,SG,US,6979.61,ach,CP3099,high_risk_geo,0,0
AL006589,C72236,business,9,GB,IR,5665.78,ach,CP2369,pep_match,1,0
AL006590,C16660,retail,17,CA,GB,6980.02,cash,CP7199,high_risk_geo,0,0
AL006591,C69340,retail,16,BR,CA,10472.26,ach,CP9612,pep_match,3,0
AL006592,C95577,private,7,SG,CA,217812.93,card,CP3649,sanctions_match,1,0
AL006593,C29737,retail,11,NG,GB,4257.32,wire,CP6269,velocity,0,0
AL006594,C11467,retail,2,AU,IR,2741.21,wire,CP4857,velocity,0,1
AL006595,C90028,business,15,SG,US,27206.29,card,CP8378,dormant_reactivation,0,0
AL006596,C52519,private,23,VE,TR,176028.68,card,CP8741,sanctions_match,3,1
AL006597,C80446,retail,9,AU,SG,11560.62,wire,CP8665,dormant_reactivation,0,0
AL006598,C24281,retail,18,DE,CA,12816.27,ach,CP2310,pep_match,8,0
AL006599,C80737,retail,13,AU,CA,215442.93,wire,CP8407,sanctions_match,0,0
AL006600,C32699,private,24,SG,BR,8551.89,ach,CP7506,dormant_reactivation,0,0
AL006601,C11821,business,7,JP,US,19075.14,cash,CP2639,sanctions_match,3,0
AL006602,C68439,retail,1,ZA,FR,46539.1,ach,CP4732,dormant_reactivation,0,0
AL006603,C30848,business,7,JP,GB,24599.28,ach,CP2184,pep_match,3,0
AL006604,C84856,retail,10,US,FR,2157.69,wire,CP4594,pep_match,0,0
AL006605,C34671,retail,2,AE,FR,28572.95,cash,CP1820,pep_match,1,0
AL006606,C58468,retail,9,TR,JP,47485.93,ach,CP7295,dormant_reactivation,1,0
AL006607,C65226,retail,24,FR,FR,25000.0,cash,CP1113,round_amount,2,0
AL006608,C58567,retail,14,JP,DE,159495.95,ach,CP7864,sanctions_match,0,0
AL006609,C32629,retail,8,SG,GB,29279.32,ach,CP1988,pep_match,0,0
AL006610,C13370,retail,13,CA,SG,651.08,cash,CP5619,dormant_reactivation,0,0
AL006611,C73477,retail,14,GB,CA,40349.49,ach,CP7747,dormant_reactivation,0,0
AL006612,C43119,retail,23,SG,CA,21032.05,wire,CP4701,dormant_reactivation,1,0
AL006613,C15792,business,4,CA,SG,100000.0,card,CP2453,round_amount,3,0
AL006614,C69514,retail,8,SG,CA,143024.88,card,CP6587,sanctions_match,2,0
AL006615,C58450,business,18,BR,SG,14608.32,ach,CP6751,high_risk_geo,0,0
AL006616,C63261,retail,14,US,GB,17394.59,card,CP7727,high_risk_geo,0,0
AL006617,C19650,business,10,US,FR,5000.0,ach,CP2839,round_amount,2,0
AL006618,C55724,business,4,JP,JP,9332.65,ach,CP8212,high_risk_geo,3,1
AL006619,C10445,retail,5,NG,AU,9344.72,ach,CP9300,structuring,0,1
AL006620,C73477,retail,15,FR,AU,37834.83,card,CP1201,pep_match,1,0
AL006621,C45453,retail,21,SG,AU,15959.54,wire,CP2609,high_risk_geo,2,0
AL006622,C13860,retail,18,JP,AU,35093.14,wire,CP7521,dormant_reactivation,1,0
AL006623,C43910,private,22,MX,NG,200889.2,cash,CP8672,sanctions_match,0,0
